Paper_ID,Fitness,Fitness_class,Pre_postcop,Trait,Trait_class,biol_interaction,Trait.variant,Sex,Group_factor,Year,Density,Grouping_2,Grouping_3,Treatment,min_freq,max_freq,freq_range,Lab_Field,Method,Kingdom,Class,Order,Phylum,Genus,Species,d,var_d,total_n,Resarcher,Authors,Title,Journal,Pub_Year,Source,species,Gs,Var_Gs,species2
5,Rating for blond,Sexual,Precopulatory,Colour morph,Colouration,Reproductive competition,Red,Females,Self brown,NA,NA,,,,0.11,0.33,0.22,Laboratory,Laboratory,Animalia,Mammalia,Primates,Chordata,Homo,Homo sapiens,0.013851739,0.074075851,54,Miguel,"Janif, Zinnia J.; Brooks, Robert C.; Dixson, Barnaby J.",Are Preferences for Women's Hair Color Frequency-Dependent?,ADAPTIVE HUMAN BEHAVIOR AND PHYSIOLOGY,2015,WoS,Homo sapiens,0.013851739,0.074075851,Homo sapiens
5,Rating for blond,Sexual,Precopulatory,Colour morph,Colouration,Reproductive competition,Brown,Females,Self red,NA,NA,,,,0.11,0.33,0.22,Laboratory,Laboratory,Animalia,Mammalia,Primates,Chordata,Homo,Homo sapiens,-0.141997717,0.074260772,54,Miguel,"Janif, Zinnia J.; Brooks, Robert C.; Dixson, Barnaby J.",Are Preferences for Women's Hair Color Frequency-Dependent?,ADAPTIVE HUMAN BEHAVIOR AND PHYSIOLOGY,2015,WoS,Homo sapiens,-0.141997717,0.074260772,Homo sapiens
5,Rating for blond,Sexual,Precopulatory,Colour morph,Colouration,Reproductive competition,Red,Females,Self red,NA,NA,,,,0.11,0.33,0.22,Laboratory,Laboratory,Animalia,Mammalia,Primates,Chordata,Homo,Homo sapiens,0.013072141,0.074075656,54,Miguel,"Janif, Zinnia J.; Brooks, Robert C.; Dixson, Barnaby J.",Are Preferences for Women's Hair Color Frequency-Dependent?,ADAPTIVE HUMAN BEHAVIOR AND PHYSIOLOGY,2015,WoS,Homo sapiens,0.013072141,0.074075656,Homo sapiens
5,Rating for red,Sexual,Precopulatory,Colour morph,Colouration,Reproductive competition,Blond,Females,Self blond,NA,NA,,,,0.11,0.33,0.22,Laboratory,Laboratory,Animalia,Mammalia,Primates,Chordata,Homo,Homo sapiens,0.264759368,0.074723125,54,Miguel,"Janif, Zinnia J.; Brooks, Robert C.; Dixson, Barnaby J.",Are Preferences for Women's Hair Color Frequency-Dependent?,ADAPTIVE HUMAN BEHAVIOR AND PHYSIOLOGY,2015,WoS,Homo sapiens,0.264759368,0.074723125,Homo sapiens
5,Rating for red,Sexual,Precopulatory,Colour morph,Colouration,Reproductive competition,Brown,Females,Self blond,NA,NA,,,,0.11,0.33,0.22,Laboratory,Laboratory,Animalia,Mammalia,Primates,Chordata,Homo,Homo sapiens,0.238111665,0.074599048,54,Miguel,"Janif, Zinnia J.; Brooks, Robert C.; Dixson, Barnaby J.",Are Preferences for Women's Hair Color Frequency-Dependent?,ADAPTIVE HUMAN BEHAVIOR AND PHYSIOLOGY,2015,WoS,Homo sapiens,0.238111665,0.074599048,Homo sapiens
5,Rating for red,Sexual,Precopulatory,Colour morph,Colouration,Reproductive competition,Red,Females,Self blond,NA,NA,,,,0.11,0.33,0.22,Laboratory,Laboratory,Animalia,Mammalia,Primates,Chordata,Homo,Homo sapiens,0.285756217,0.074830154,54,Miguel,"Janif, Zinnia J.; Brooks, Robert C.; Dixson, Barnaby J.",Are Preferences for Women's Hair Color Frequency-Dependent?,ADAPTIVE HUMAN BEHAVIOR AND PHYSIOLOGY,2015,WoS,Homo sapiens,0.285756217,0.074830154,Homo sapiens
5,Rating for red,Sexual,Precopulatory,Colour morph,Colouration,Reproductive competition,Blond,Females,Self brown,NA,NA,,,,0.11,0.33,0.22,Laboratory,Laboratory,Animalia,Mammalia,Primates,Chordata,Homo,Homo sapiens,0.06598633,0.074114391,54,Miguel,"Janif, Zinnia J.; Brooks, Robert C.; Dixson, Barnaby J.",Are Preferences for Women's Hair Color Frequency-Dependent?,ADAPTIVE HUMAN BEHAVIOR AND PHYSIOLOGY,2015,WoS,Homo sapiens,0.06598633,0.074114391,Homo sapiens
5,Rating for red,Sexual,Precopulatory,Colour morph,Colouration,Reproductive competition,Brown,Females,Self brown,NA,NA,,,,0.11,0.33,0.22,Laboratory,Laboratory,Animalia,Mammalia,Primates,Chordata,Homo,Homo sapiens,-0.014572757,0.07407604,54,Miguel,"Janif, Zinnia J.; Brooks, Robert C.; Dixson, Barnaby J.",Are Preferences for Women's Hair Color Frequency-Dependent?,ADAPTIVE HUMAN BEHAVIOR AND PHYSIOLOGY,2015,WoS,Homo sapiens,-0.014572757,0.07407604,Homo sapiens
5,Rating for red,Sexual,Precopulatory,Colour morph,Colouration,Reproductive competition,Red,Females,Self brown,NA,NA,,,,0.11,0.33,0.22,Laboratory,Laboratory,Animalia,Mammalia,Primates,Chordata,Homo,Homo sapiens,-0.013079911,0.074075658,54,Miguel,"Janif, Zinnia J.; Brooks, Robert C.; Dixson, Barnaby J.",Are Preferences for Women's Hair Color Frequency-Dependent?,ADAPTIVE HUMAN BEHAVIOR AND PHYSIOLOGY,2015,WoS,Homo sapiens,-0.013079911,0.074075658,Homo sapiens
5,Rating for red,Sexual,Precopulatory,Colour morph,Colouration,Reproductive competition,Brown,Females,Self red,NA,NA,,,,0.11,0.33,0.22,Laboratory,Laboratory,Animalia,Mammalia,Primates,Chordata,Homo,Homo sapiens,-0.142155209,0.074261186,54,Miguel,"Janif, Zinnia J.; Brooks, Robert C.; Dixson, Barnaby J.",Are Preferences for Women's Hair Color Frequency-Dependent?,ADAPTIVE HUMAN BEHAVIOR AND PHYSIOLOGY,2015,WoS,Homo sapiens,-0.142155209,0.074261186,Homo sapiens
5,Rating for red,Sexual,Precopulatory,Colour morph,Colouration,Reproductive competition,Blond,Females,Self red,NA,NA,,,,0.11,0.33,0.22,Laboratory,Laboratory,Animalia,Mammalia,Primates,Chordata,Homo,Homo sapiens,-0.122296841,0.07421256,54,Miguel,"Janif, Zinnia J.; Brooks, Robert C.; Dixson, Barnaby J.",Are Preferences for Women's Hair Color Frequency-Dependent?,ADAPTIVE HUMAN BEHAVIOR AND PHYSIOLOGY,2015,WoS,Homo sapiens,-0.122296841,0.07421256,Homo sapiens
5,Rating for red,Sexual,Precopulatory,Colour morph,Colouration,Reproductive competition,Red,Females,Self red,NA,NA,,,,0.11,0.33,0.22,Laboratory,Laboratory,Animalia,Mammalia,Primates,Chordata,Homo,Homo sapiens,0.012229683,0.074075459,54,Miguel,"Janif, Zinnia J.; Brooks, Robert C.; Dixson, Barnaby J.",Are Preferences for Women's Hair Color Frequency-Dependent?,ADAPTIVE HUMAN BEHAVIOR AND PHYSIOLOGY,2015,WoS,Homo sapiens,0.012229683,0.074075459,Homo sapiens
5,Rating for brown,Sexual,Precopulatory,Colour morph,Colouration,Reproductive competition,Blond,Females,Self red,NA,NA,,,,0.11,0.33,0.22,Laboratory,Laboratory,Animalia,Mammalia,Primates,Chordata,Homo,Homo sapiens,-0.2513316,0.074658959,54,Miguel,"Janif, Zinnia J.; Brooks, Robert C.; Dixson, Barnaby J.",Are Preferences for Women's Hair Color Frequency-Dependent?,ADAPTIVE HUMAN BEHAVIOR AND PHYSIOLOGY,2015,WoS,Homo sapiens,-0.2513316,0.074658959,Homo sapiens
5,Rating for brown,Sexual,Precopulatory,Colour morph,Colouration,Reproductive competition,Brown,Females,Self red,NA,NA,,,,0.11,0.33,0.22,Laboratory,Laboratory,Animalia,Mammalia,Primates,Chordata,Homo,Homo sapiens,-0.298840893,0.07490098,54,Miguel,"Janif, Zinnia J.; Brooks, Robert C.; Dixson, Barnaby J.",Are Preferences for Women's Hair Color Frequency-Dependent?,ADAPTIVE HUMAN BEHAVIOR AND PHYSIOLOGY,2015,WoS,Homo sapiens,-0.298840893,0.07490098,Homo sapiens
5,Rating for brown,Sexual,Precopulatory,Colour morph,Colouration,Reproductive competition,Red,Females,Self red,NA,NA,,,,0.11,0.33,0.22,Laboratory,Laboratory,Animalia,Mammalia,Primates,Chordata,Homo,Homo sapiens,-0.194209302,0.074423308,54,Miguel,"Janif, Zinnia J.; Brooks, Robert C.; Dixson, Barnaby J.",Are Preferences for Women's Hair Color Frequency-Dependent?,ADAPTIVE HUMAN BEHAVIOR AND PHYSIOLOGY,2015,WoS,Homo sapiens,-0.194209302,0.074423308,Homo sapiens
5,Rating for brown,Sexual,Precopulatory,Colour morph,Colouration,Reproductive competition,Blond,Females,Self brown,NA,NA,,,,0.11,0.33,0.22,Laboratory,Laboratory,Animalia,Mammalia,Primates,Chordata,Homo,Homo sapiens,0.04699082,0.07409452,54,Miguel,"Janif, Zinnia J.; Brooks, Robert C.; Dixson, Barnaby J.",Are Preferences for Women's Hair Color Frequency-Dependent?,ADAPTIVE HUMAN BEHAVIOR AND PHYSIOLOGY,2015,WoS,Homo sapiens,0.04699082,0.07409452,Homo sapiens
5,Rating for brown,Sexual,Precopulatory,Colour morph,Colouration,Reproductive competition,Brown,Females,Self brown,NA,NA,,,,0.11,0.33,0.22,Laboratory,Laboratory,Animalia,Mammalia,Primates,Chordata,Homo,Homo sapiens,0.062400637,0.074110128,54,Miguel,"Janif, Zinnia J.; Brooks, Robert C.; Dixson, Barnaby J.",Are Preferences for Women's Hair Color Frequency-Dependent?,ADAPTIVE HUMAN BEHAVIOR AND PHYSIOLOGY,2015,WoS,Homo sapiens,0.062400637,0.074110128,Homo sapiens
5,Rating for brown,Sexual,Precopulatory,Colour morph,Colouration,Reproductive competition,Red,Females,Self brown,NA,NA,,,,0.11,0.33,0.22,Laboratory,Laboratory,Animalia,Mammalia,Primates,Chordata,Homo,Homo sapiens,0.186449356,0.074395957,54,Miguel,"Janif, Zinnia J.; Brooks, Robert C.; Dixson, Barnaby J.",Are Preferences for Women's Hair Color Frequency-Dependent?,ADAPTIVE HUMAN BEHAVIOR AND PHYSIOLOGY,2015,WoS,Homo sapiens,0.186449356,0.074395957,Homo sapiens
5,Rating for brown,Sexual,Precopulatory,Colour morph,Colouration,Reproductive competition,Blond,Females,Self blond,NA,NA,,,,0.11,0.33,0.22,Laboratory,Laboratory,Animalia,Mammalia,Primates,Chordata,Homo,Homo sapiens,-0.04815179,0.074095543,54,Miguel,"Janif, Zinnia J.; Brooks, Robert C.; Dixson, Barnaby J.",Are Preferences for Women's Hair Color Frequency-Dependent?,ADAPTIVE HUMAN BEHAVIOR AND PHYSIOLOGY,2015,WoS,Homo sapiens,-0.04815179,0.074095543,Homo sapiens
5,Rating for brown,Sexual,Precopulatory,Colour morph,Colouration,Reproductive competition,Brown,Females,Self blond,NA,NA,,,,0.11,0.33,0.22,Laboratory,Laboratory,Animalia,Mammalia,Primates,Chordata,Homo,Homo sapiens,-0.076006127,0.074127564,54,Miguel,"Janif, Zinnia J.; Brooks, Robert C.; Dixson, Barnaby J.",Are Preferences for Women's Hair Color Frequency-Dependent?,ADAPTIVE HUMAN BEHAVIOR AND PHYSIOLOGY,2015,WoS,Homo sapiens,-0.076006127,0.074127564,Homo sapiens
5,Rating for brown,Sexual,Precopulatory,Colour morph,Colouration,Reproductive competition,Red,Females,Self blond,NA,NA,,,,0.11,0.33,0.22,Laboratory,Laboratory,Animalia,Mammalia,Primates,Chordata,Homo,Homo sapiens,0.083042789,0.074137927,54,Miguel,"Janif, Zinnia J.; Brooks, Robert C.; Dixson, Barnaby J.",Are Preferences for Women's Hair Color Frequency-Dependent?,ADAPTIVE HUMAN BEHAVIOR AND PHYSIOLOGY,2015,WoS,Homo sapiens,0.083042789,0.074137927,Homo sapiens
8,Attractiveness clean shave,Sexual,Precopulatory,Facial hair,Morphology,Reproductive competition,Clean shave,Males,,NA,NA,,,,0.25,0.75,0.5,Laboratory,Laboratory,Animalia,Mammalia,Primates,Chordata,Homo,Homo sapiens,-0.548289371,0.086464805,48,Miguel,"Janif, Zinnia J.; Brooks, Robert C.; Dixson, Barnaby J.",Negative frequency-dependent preferences and variation in male facial hair,BIOLOGY LETTERS,2014,WoS,Homo sapiens,-0.548289371,0.086464805,Homo sapiens
8,Attractiveness of full beard,Sexual,Precopulatory,Facial hair,Morphology,Reproductive competition,Full beard,Males,,NA,NA,,,,0.25,0.75,0.5,Laboratory,Laboratory,Animalia,Mammalia,Primates,Chordata,Homo,Homo sapiens,-0.090356713,0.166836757,24,Miguel,"Janif, Zinnia J.; Brooks, Robert C.; Dixson, Barnaby J.",Negative frequency-dependent preferences and variation in male facial hair,BIOLOGY LETTERS,2014,WoS,Homo sapiens,-0.090356713,0.166836757,Homo sapiens
9,Change in haplotype frequency,Viability,,Genetic varaint,Genotype,Competition,C,Both,,NA,NA,,,,0.2,0.8,0.6,Laboratory,Laboratory,Animalia,Insecta,Coleoptera,Arthropoda,Callosobruchus,Callosobruchus maculatus,-0.337690538,0.011269493,360,Miguel,"Kazancioglu, Erem; Arnqvist, Goran",The maintenance of mitochondrial genetic variation by negative frequency-dependent selection,ECOLOGY LETTERS,2014,WoS,Callosobruchus maculatus,-0.337690538,0.011269493,Callosobruchus maculatus
9,Change in haplotype frequency,Viability,,Genetic varaint,Genotype,Competition,B,Both,,NA,NA,,,,0.2,0.8,0.6,Laboratory,Laboratory,Animalia,Insecta,Coleoptera,Arthropoda,Callosobruchus,Callosobruchus maculatus,-0.264158856,0.011208028,360,Miguel,"Kazancioglu, Erem; Arnqvist, Goran",The maintenance of mitochondrial genetic variation by negative frequency-dependent selection,ECOLOGY LETTERS,2014,WoS,Callosobruchus maculatus,-0.264158856,0.011208028,Callosobruchus maculatus
9,Change in haplotype frequency,Viability,,Genetic varaint,Genotype,Competition,Y,Both,,NA,NA,,,,0.2,0.8,0.6,Laboratory,Laboratory,Animalia,Insecta,Coleoptera,Arthropoda,Callosobruchus,Callosobruchus maculatus,-0.448278144,0.011390213,360,Miguel,"Kazancioglu, Erem; Arnqvist, Goran",The maintenance of mitochondrial genetic variation by negative frequency-dependent selection,ECOLOGY LETTERS,2014,WoS,Callosobruchus maculatus,-0.448278144,0.011390213,Callosobruchus maculatus
13,Number of mates,Sexual,Precopulatory,Pheromone concentration,Pheromone,Reproductive competition,pheromone,Males,,NA,NA,,,,0.52,0.96,0.44,Field,Field experiment,Animalia,Insecta,Coleoptera,Arthropoda,Ips,Ips pini,-0.672738781,0.111314437,41,Miguel,"Shumate, Alice M.; Teale, Stephen A.; Ayres, Bruce D.; Ayres, Matthew P.",Disruptive Selection Maintains Variable Pheromone Blends in the Bark Beetle Ips pini,ENVIRONMENTAL ENTOMOLOGY,2011,WoS,Ips pini,-0.659718,0.111314437,Ips pini
13,Eggs per female,Sexual,Postcopulatory,Pheromone concentration,Pheromone,Reproductive competition,pheromone,Males,,NA,NA,,,,0.52,0.96,0.44,Field,Field experiment,Animalia,Insecta,Coleoptera,Arthropoda,Ips,Ips pini,0.393568306,0.692482669,7,Miguel,"Shumate, Alice M.; Teale, Stephen A.; Ayres, Bruce D.; Ayres, Matthew P.",Disruptive Selection Maintains Variable Pheromone Blends in the Bark Beetle Ips pini,ENVIRONMENTAL ENTOMOLOGY,2011,WoS,Ips pini,0.33142594,0.692482669,Ips pini
14,attacks received,Viability,,Colour morph,Colouration,Reproductive competition,Blue,Males,,NA,NA,,,,0.5,1,0.5,Laboratory,Laboratory,Animalia,Actinopterygii,Perciformes,Chordata,Pundamilia,Pundamilia nyererei,0.155117338,0.226823671,19,Miguel,"Dijkstra, Peter D.; Hemelrijk, Charlotte; Seehausen, Ole; Groothuis, Ton G. G.",Color polymorphism and intrasexual competition in assemblages of cichlid fish,BEHAVIORAL ECOLOGY,2009,WoS,Pundamilia nyererei,0.159942327,0.226823671,Pundamilia nyererei
14,attacks received,Viability,,Colour morph,Colouration,Reproductive competition,Red,Males,,NA,NA,,,,0.5,1,0.5,Laboratory,Laboratory,Animalia,Actinopterygii,Perciformes,Chordata,Pundamilia,Pundamilia nyererei,-0.580718418,0.235065052,19,Miguel,"Dijkstra, Peter D.; Hemelrijk, Charlotte; Seehausen, Ole; Groothuis, Ton G. G.",Color polymorphism and intrasexual competition in assemblages of cichlid fish,BEHAVIORAL ECOLOGY,2009,WoS,Pundamilia nyererei,-0.632701391,0.235065052,Pundamilia nyererei
1280,heboviry,Viability,,Phenotype ,Morphology,Herbivory,Frequency of sticky plants,Hermaphrodites,Sticky phenotype ,2017,NA,summer 2017,All,,0,1,1,Field,Field observations,Plantae,Magnoliopsida,Solanales,Tracheophyta,Datura,Datura wrightii,-0.374833374,0.180021742,23,Miguel,"Goldberg, Jay K.; Sternlieb, Sonya R.; Pintel, Genevieve; Delph, Lynda F.","Observational evidence of herbivore-specific associational effects between neighboring conspecifics in natural, dimorphic populations of Datura wrightii",ECOLOGY AND EVOLUTION,2021,WoS,Datura wrightii,-0.3612852,0.180021742,Datura wrightii
1280,heboviry,Viability,,Phenotype ,Morphology,Herbivory,Frequency of sticky plants,Hermaphrodites,Sticky phenotype ,2018,NA,spring 2018,All,,0,1,1,Field,Field observations,Plantae,Magnoliopsida,Solanales,Tracheophyta,Datura,Datura wrightii,-0.166424191,0.125865532,32,Miguel,"Goldberg, Jay K.; Sternlieb, Sonya R.; Pintel, Genevieve; Delph, Lynda F.","Observational evidence of herbivore-specific associational effects between neighboring conspecifics in natural, dimorphic populations of Datura wrightii",ECOLOGY AND EVOLUTION,2021,WoS,Datura wrightii,-0.1622286,0.125865532,Datura wrightii
1280,heboviry,Viability,,Phenotype ,Morphology,Herbivory,Frequency of sticky plants,Hermaphrodites,Sticky phenotype ,2018,NA,summer 2018,All,,0,1,1,Field,Field observations,Plantae,Magnoliopsida,Solanales,Tracheophyta,Datura,Datura wrightii,-0.163193178,0.134221067,30,Miguel,"Goldberg, Jay K.; Sternlieb, Sonya R.; Pintel, Genevieve; Delph, Lynda F.","Observational evidence of herbivore-specific associational effects between neighboring conspecifics in natural, dimorphic populations of Datura wrightii",ECOLOGY AND EVOLUTION,2021,WoS,Datura wrightii,-0.1587826,0.134221067,Datura wrightii
1280,heboviry,Viability,,Phenotype ,Morphology,Herbivory,Frequency of sticky plants,Hermaphrodites,Sticky phenotype ,2017,NA,summer 2017,Damage by suckfly,,0,1,1,Field,Field observations,Plantae,Magnoliopsida,Solanales,Tracheophyta,Datura,Datura wrightii,-0.518227304,0.185589545,23,Miguel,"Goldberg, Jay K.; Sternlieb, Sonya R.; Pintel, Genevieve; Delph, Lynda F.","Observational evidence of herbivore-specific associational effects between neighboring conspecifics in natural, dimorphic populations of Datura wrightii",ECOLOGY AND EVOLUTION,2021,WoS,Datura wrightii,-0.4994962,0.185589545,Datura wrightii
1280,heboviry,Viability,,Phenotype ,Morphology,Herbivory,Frequency of sticky plants,Hermaphrodites,Sticky phenotype ,2018,NA,spring 2018,Damage by suckfly,,0,1,1,Field,Field observations,Plantae,Magnoliopsida,Solanales,Tracheophyta,Datura,Datura wrightii,-0.596362047,0.13611399,32,Miguel,"Goldberg, Jay K.; Sternlieb, Sonya R.; Pintel, Genevieve; Delph, Lynda F.","Observational evidence of herbivore-specific associational effects between neighboring conspecifics in natural, dimorphic populations of Datura wrightii",ECOLOGY AND EVOLUTION,2021,WoS,Datura wrightii,-0.5813277,0.13611399,Datura wrightii
1280,heboviry,Viability,,Phenotype ,Morphology,Herbivory,Frequency of sticky plants,Hermaphrodites,Sticky phenotype ,2018,NA,summer 2018,Damage by suckfly,,0,1,1,Field,Field observations,Plantae,Magnoliopsida,Solanales,Tracheophyta,Datura,Datura wrightii,-0.633588926,0.146714498,30,Miguel,"Goldberg, Jay K.; Sternlieb, Sonya R.; Pintel, Genevieve; Delph, Lynda F.","Observational evidence of herbivore-specific associational effects between neighboring conspecifics in natural, dimorphic populations of Datura wrightii",ECOLOGY AND EVOLUTION,2021,WoS,Datura wrightii,-0.6164649,0.146714498,Datura wrightii
1280,heboviry,Viability,,Phenotype ,Morphology,Herbivory,Frequency of sticky plants,Hermaphrodites,Sticky phenotype ,2017,NA,summer 2017,Damage by leaf beetles,,0,1,1,Field,Field observations,Plantae,Magnoliopsida,Solanales,Tracheophyta,Datura,Datura wrightii,-0.459382751,0.18308837,23,Miguel,"Goldberg, Jay K.; Sternlieb, Sonya R.; Pintel, Genevieve; Delph, Lynda F.","Observational evidence of herbivore-specific associational effects between neighboring conspecifics in natural, dimorphic populations of Datura wrightii",ECOLOGY AND EVOLUTION,2021,WoS,Datura wrightii,-0.4427786,0.18308837,Datura wrightii
1280,heboviry,Viability,,Phenotype ,Morphology,Herbivory,Frequency of sticky plants,Hermaphrodites,Sticky phenotype ,2018,NA,spring 2018,Damage by leaf beetles,,0,1,1,Field,Field observations,Plantae,Magnoliopsida,Solanales,Tracheophyta,Datura,Datura wrightii,-0.539029132,0.134079763,32,Miguel,"Goldberg, Jay K.; Sternlieb, Sonya R.; Pintel, Genevieve; Delph, Lynda F.","Observational evidence of herbivore-specific associational effects between neighboring conspecifics in natural, dimorphic populations of Datura wrightii",ECOLOGY AND EVOLUTION,2021,WoS,Datura wrightii,-0.5254402,0.134079763,Datura wrightii
1280,heboviry,Viability,,Phenotype ,Morphology,Herbivory,Frequency of sticky plants,Hermaphrodites,Sticky phenotype ,2018,NA,summer 2018,Damage by leaf beetles,,0,1,1,Field,Field observations,Plantae,Magnoliopsida,Solanales,Tracheophyta,Datura,Datura wrightii,-0.208001374,0.134775486,30,Miguel,"Goldberg, Jay K.; Sternlieb, Sonya R.; Pintel, Genevieve; Delph, Lynda F.","Observational evidence of herbivore-specific associational effects between neighboring conspecifics in natural, dimorphic populations of Datura wrightii",ECOLOGY AND EVOLUTION,2021,WoS,Datura wrightii,-0.2023797,0.134775486,Datura wrightii
